p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene
6.27E-37,0.274306153,0.301,0.096,1.89E-32,plasma_cells,LRRC59
7.49E-37,-0.425237974,0.38,0.344,2.26E-32,plasma_cells,SH3BGRL
8.68E-37,-0.608711735,0.284,0.231,2.62E-32,plasma_cells,A2M
9.18E-37,-0.270636063,0.562,0.443,2.77E-32,plasma_cells,HNRNPM
9.33E-37,-0.337621644,0.468,0.389,2.82E-32,plasma_cells,RPL22
1.06E-36,0.27673289,0.413,0.171,3.19E-32,plasma_cells,PTPN1
1.11E-36,-1.051443001,0.157,0.249,3.36E-32,plasma_cells,CD2
1.54E-36,-0.59788534,0.744,0.751,4.66E-32,plasma_cells,ZFP36L2
1.58E-36,-0.444572019,0.4,0.365,4.77E-32,plasma_cells,MATR3
1.85E-36,0.252099335,0.549,0.276,5.59E-32,plasma_cells,SEC63
2.02E-36,-0.434985173,0.273,0.218,6.09E-32,plasma_cells,HLA-DQA2
2.02E-36,-0.62336774,0.339,0.384,6.09E-32,plasma_cells,DAZAP2
2.09E-36,-0.377485982,0.362,0.317,6.32E-32,plasma_cells,SKP1
2.46E-36,-0.559881175,0.243,0.253,7.42E-32,plasma_cells,ACTR3
2.47E-36,-0.458681273,0.403,0.352,7.47E-32,plasma_cells,SP100
2.65E-36,-0.459644067,0.344,0.31,7.99E-32,plasma_cells,JAK1
2.77E-36,-0.535086051,0.385,0.297,8.37E-32,plasma_cells,RNASE1
3.50E-36,-0.686541883,0.225,0.147,1.06E-31,plasma_cells,POSTN
4.15E-36,-0.842671359,0.192,0.342,1.25E-31,plasma_cells,GBP2
5.58E-36,-0.560104293,0.271,0.277,1.69E-31,plasma_cells,PHLDA1
6.11E-36,-0.285131374,0.722,0.575,1.85E-31,plasma_cells,RPS18
6.27E-36,-0.841700728,0.149,0.338,1.89E-31,plasma_cells,NFIC
6.35E-36,-0.343635287,0.825,0.735,1.92E-31,plasma_cells,RBM25
6.56E-36,-0.258523418,0.367,0.265,1.98E-31,plasma_cells,DBI
7.46E-36,-0.325558102,0.365,0.287,2.25E-31,plasma_cells,XRCC5
8.01E-36,-0.728834122,0.228,0.267,2.42E-31,plasma_cells,STEAP4
9.04E-36,-0.779892222,0.165,0.309,2.73E-31,plasma_cells,RBMS1
9.06E-36,-0.286509509,0.39,0.302,2.74E-31,plasma_cells,NEDD8
9.14E-36,-0.33101816,0.342,0.256,2.76E-31,plasma_cells,MARCKS
1.20E-35,0.492054772,0.37,0.121,3.62E-31,plasma_cells,GADD45A
1.32E-35,-0.830855865,0.159,0.3,4.00E-31,plasma_cells,EBF1
1.53E-35,-0.262234348,0.413,0.299,4.61E-31,plasma_cells,DDX46
1.61E-35,-0.281294789,0.471,0.36,4.86E-31,plasma_cells,PRPF40A
1.66E-35,-0.377392382,0.901,0.843,5.02E-31,plasma_cells,RPL11
2.00E-35,-0.294046351,0.37,0.277,6.05E-31,plasma_cells,SNHG6
2.07E-35,-0.515308131,0.359,0.349,6.24E-31,plasma_cells,EMP3
2.29E-35,-0.36149754,0.42,0.352,6.91E-31,plasma_cells,GNB1
2.36E-35,-0.277857858,0.418,0.31,7.13E-31,plasma_cells,THOC2
2.79E-35,-0.264593083,0.38,0.282,8.43E-31,plasma_cells,EIF3L
3.28E-35,-0.255291198,0.491,0.367,9.91E-31,plasma_cells,YTHDC1
3.75E-35,-0.56427511,0.291,0.319,1.13E-30,plasma_cells,SDC2
4.10E-35,-0.711810957,0.301,0.358,1.24E-30,plasma_cells,TUBA1A
4.33E-35,-0.666735831,0.301,0.389,1.31E-30,plasma_cells,TACC1
4.45E-35,-0.62385895,0.22,0.276,1.34E-30,plasma_cells,APBB1IP
4.89E-35,0.472556987,0.514,0.235,1.48E-30,plasma_cells,CITED2
4.91E-35,-0.417299671,0.911,0.835,1.48E-30,plasma_cells,RPS29
6.49E-35,-0.656785755,0.316,0.386,1.96E-30,plasma_cells,MSN
6.84E-35,-0.765868934,0.182,0.28,2.07E-30,plasma_cells,FILIP1L
9.39E-35,-0.548594738,0.38,0.386,2.84E-30,plasma_cells,TLN1
1.06E-34,-0.696427792,0.258,0.312,3.19E-30,plasma_cells,EMP1
1.16E-34,-0.521452703,0.291,0.282,3.50E-30,plasma_cells,FXYD5
1.19E-34,-0.383317639,0.397,0.348,3.61E-30,plasma_cells,C17ORF76-AS1
1.30E-34,-0.359457021,0.377,0.32,3.93E-30,plasma_cells,METAP2
1.52E-34,-0.392632719,0.392,0.338,4.59E-30,plasma_cells,SF1
1.53E-34,-0.408547087,0.397,0.354,4.62E-30,plasma_cells,KIF5B
1.56E-34,-0.38374568,0.382,0.339,4.71E-30,plasma_cells,PTTG1IP
1.66E-34,-0.61015825,0.142,0.149,5.02E-30,plasma_cells,CD3G
1.76E-34,-0.322843231,0.954,0.92,5.32E-30,plasma_cells,MT-ND4
1.76E-34,-0.612107919,0.291,0.348,5.33E-30,plasma_cells,PMP22
1.88E-34,0.26581325,0.306,0.104,5.69E-30,plasma_cells,ARSA
1.94E-34,-0.646905987,0.225,0.17,5.85E-30,plasma_cells,IL8
2.18E-34,-0.568091507,0.352,0.364,6.57E-30,plasma_cells,ROCK1
2.89E-34,-0.252372657,0.435,0.329,8.72E-30,plasma_cells,TPM4
2.94E-34,-0.283248586,0.359,0.257,8.89E-30,plasma_cells,YWHAZ
3.46E-34,0.280448131,0.19,0.038,1.05E-29,plasma_cells,NDUFAF6
3.58E-34,-0.28288842,0.856,0.756,1.08E-29,plasma_cells,RPL27A
3.84E-34,-0.381014576,0.453,0.387,1.16E-29,plasma_cells,DNAJA1
4.13E-34,-0.268013923,0.481,0.362,1.25E-29,plasma_cells,BOD1L1
5.13E-34,-0.622626423,0.301,0.347,1.55E-29,plasma_cells,MYH9
5.91E-34,-0.711898099,0.281,0.33,1.79E-29,plasma_cells,EVL
7.10E-34,-0.342133058,0.248,0.195,2.14E-29,plasma_cells,RAP1A
7.15E-34,-0.316420058,0.375,0.285,2.16E-29,plasma_cells,NIPBL
7.85E-34,-0.258343879,0.235,0.157,2.37E-29,plasma_cells,GOLGA8B
1.14E-33,-0.426648157,0.425,0.385,3.46E-29,plasma_cells,PPIG
1.21E-33,-0.447367676,0.327,0.3,3.66E-29,plasma_cells,AES
1.49E-33,-0.305910176,0.154,0.108,4.49E-29,plasma_cells,IQGAP2
1.78E-33,-0.42682392,0.296,0.278,5.38E-29,plasma_cells,PTPRS
2.08E-33,-0.437833942,0.251,0.232,6.27E-29,plasma_cells,ARPC4
2.11E-33,-0.415564836,0.362,0.328,6.38E-29,plasma_cells,ZFAS1
2.17E-33,-0.398013419,0.337,0.285,6.56E-29,plasma_cells,NEMF
2.24E-33,-0.356764424,0.496,0.421,6.77E-29,plasma_cells,SLTM
2.84E-33,-0.372919744,0.39,0.34,8.57E-29,plasma_cells,HNRNPK
2.86E-33,-0.493045787,0.271,0.278,8.64E-29,plasma_cells,RHOC
2.98E-33,-0.351862379,0.177,0.127,9.00E-29,plasma_cells,SAMSN1
3.00E-33,-0.487332021,0.286,0.281,9.05E-29,plasma_cells,BBX
3.03E-33,-0.316712831,0.357,0.282,9.15E-29,plasma_cells,HNRNPR
3.47E-33,-0.272623324,0.322,0.244,1.05E-28,plasma_cells,AP2M1
3.60E-33,0.28017555,0.149,0.02,1.09E-28,plasma_cells,GAB1
3.69E-33,-0.462500423,0.258,0.211,1.12E-28,plasma_cells,HCST
4.39E-33,-0.523255295,0.276,0.262,1.33E-28,plasma_cells,SP110
4.42E-33,-0.262508738,0.572,0.476,1.33E-28,plasma_cells,PSMA7
4.93E-33,-0.362597906,0.261,0.206,1.49E-28,plasma_cells,RNF149
5.50E-33,-0.344735877,0.342,0.285,1.66E-28,plasma_cells,PSMA4
5.52E-33,-0.332804914,0.405,0.332,1.67E-28,plasma_cells,CBX3
5.69E-33,-0.251603318,0.359,0.263,1.72E-28,plasma_cells,ARPC3
5.69E-33,-0.313992441,0.365,0.281,1.72E-28,plasma_cells,TERF2IP
7.47E-33,-0.405585845,0.311,0.258,2.26E-28,plasma_cells,PDCD4
7.47E-33,-0.510239854,0.22,0.205,2.26E-28,plasma_cells,MYO1F
8.28E-33,-0.625101889,0.423,0.457,2.50E-28,plasma_cells,TPM3
1.07E-32,-0.469409963,0.228,0.204,3.24E-28,plasma_cells,DEFB1
1.18E-32,-0.600253293,0.329,0.36,3.58E-28,plasma_cells,ARID4B
1.52E-32,-0.401276349,0.347,0.307,4.58E-28,plasma_cells,HIF1A
1.53E-32,-0.456722238,0.37,0.349,4.63E-28,plasma_cells,DDX3X
1.73E-32,-0.359279204,0.959,0.907,5.22E-28,plasma_cells,RPL13
1.74E-32,-0.333625039,0.478,0.377,5.25E-28,plasma_cells,GRN
1.81E-32,-0.326769284,0.337,0.268,5.48E-28,plasma_cells,ABCF1
2.17E-32,-0.630517422,0.175,0.243,6.54E-28,plasma_cells,MMP14
2.42E-32,0.279451853,0.324,0.115,7.32E-28,plasma_cells,TRAM2
2.71E-32,-0.399804787,0.296,0.263,8.19E-28,plasma_cells,CASP4
2.90E-32,-0.472170934,0.516,0.449,8.76E-28,plasma_cells,TNFAIP2
2.96E-32,-0.526881323,0.271,0.304,8.95E-28,plasma_cells,S100A13
3.15E-32,-0.59757269,0.223,0.29,9.51E-28,plasma_cells,YBX3
3.33E-32,-0.314547813,0.286,0.214,1.01E-27,plasma_cells,FAM107B
3.60E-32,-0.30783941,0.251,0.173,1.09E-27,plasma_cells,FCER1G
3.75E-32,-0.445193273,0.327,0.308,1.13E-27,plasma_cells,VMP1
3.85E-32,-0.461690249,0.316,0.289,1.16E-27,plasma_cells,PER1
4.16E-32,-0.298510867,0.167,0.115,1.26E-27,plasma_cells,TBC1D10C
4.19E-32,-0.488821059,0.296,0.306,1.27E-27,plasma_cells,PPP3CA
4.53E-32,0.253002145,0.268,0.087,1.37E-27,plasma_cells,FBXO18
4.88E-32,-0.785089038,0.18,0.291,1.47E-27,plasma_cells,LAMB1
5.92E-32,-0.518539793,0.286,0.302,1.79E-27,plasma_cells,GNB2
5.99E-32,0.269386977,0.172,0.035,1.81E-27,plasma_cells,RP11-386I14.4
6.09E-32,-0.83162511,0.225,0.317,1.84E-27,plasma_cells,ARL4C
6.83E-32,-0.455719041,0.367,0.339,2.06E-27,plasma_cells,FCGRT
7.06E-32,-0.378313328,0.357,0.303,2.13E-27,plasma_cells,AP2S1
7.07E-32,-0.344482589,0.233,0.195,2.13E-27,plasma_cells,NISCH
8.26E-32,-0.559749244,0.205,0.169,2.50E-27,plasma_cells,S100A9
8.38E-32,-0.515309833,0.284,0.288,2.53E-27,plasma_cells,JMJD1C
1.06E-31,-0.591608477,0.322,0.352,3.21E-27,plasma_cells,MACF1
1.20E-31,-0.340095574,0.944,0.827,3.64E-27,plasma_cells,FTL
1.22E-31,-0.399195953,0.334,0.318,3.70E-27,plasma_cells,MORF4L1
1.57E-31,-0.679251902,0.246,0.266,4.75E-27,plasma_cells,TGFBI
1.65E-31,-0.661184116,0.253,0.314,4.98E-27,plasma_cells,FBN1
1.85E-31,-0.427525644,0.276,0.239,5.58E-27,plasma_cells,ELF1
2.17E-31,-0.337485642,0.329,0.28,6.57E-27,plasma_cells,VAMP5
2.21E-31,-0.475730264,0.241,0.265,6.67E-27,plasma_cells,NGFRAP1
2.28E-31,-0.302854885,0.365,0.286,6.89E-27,plasma_cells,RPSA
2.40E-31,-0.286536414,0.914,0.84,7.25E-27,plasma_cells,MT-CYB
2.68E-31,0.261855783,0.197,0.045,8.10E-27,plasma_cells,LRRK1
2.80E-31,-0.571070524,0.256,0.302,8.47E-27,plasma_cells,SMIM14
3.69E-31,-0.275855422,0.322,0.245,1.11E-26,plasma_cells,ERAP2
3.91E-31,-0.295305012,0.322,0.256,1.18E-26,plasma_cells,RAB7A
4.60E-31,-0.301758281,0.144,0.107,1.39E-26,plasma_cells,BIN2
4.61E-31,-0.485185383,0.301,0.295,1.39E-26,plasma_cells,7-Sep
4.85E-31,-0.364976336,0.349,0.284,1.46E-26,plasma_cells,C9ORF78
5.14E-31,-0.40273318,0.365,0.319,1.55E-26,plasma_cells,NCOR1
5.46E-31,-0.49291958,0.309,0.314,1.65E-26,plasma_cells,SYF2
5.59E-31,-0.34471544,0.408,0.342,1.69E-26,plasma_cells,RBM5
5.89E-31,-0.466171547,0.299,0.281,1.78E-26,plasma_cells,ARPC5
5.93E-31,-0.517240524,0.306,0.296,1.79E-26,plasma_cells,SH3KBP1
6.64E-31,-0.524296727,0.43,0.389,2.01E-26,plasma_cells,RNA28S5
6.93E-31,-0.453131202,0.415,0.386,2.09E-26,plasma_cells,ANP32B
6.99E-31,-0.626577019,0.22,0.276,2.11E-26,plasma_cells,PCM1
7.35E-31,-0.277667411,0.349,0.269,2.22E-26,plasma_cells,EIF3H
7.37E-31,-0.471754767,0.42,0.403,2.23E-26,plasma_cells,BPTF
8.02E-31,-0.306499734,0.38,0.309,2.42E-26,plasma_cells,PSMC5
8.96E-31,-0.501520843,0.197,0.153,2.71E-26,plasma_cells,CXCL3
1.10E-30,0.328731748,0.382,0.164,3.31E-26,plasma_cells,MT-ND6
1.13E-30,-0.356586747,0.271,0.221,3.41E-26,plasma_cells,SYNE1
1.29E-30,-0.466537124,0.167,0.142,3.91E-26,plasma_cells,GRASP
1.35E-30,-0.487324641,0.301,0.317,4.08E-26,plasma_cells,CRTAP
1.56E-30,-0.574397899,0.263,0.314,4.72E-26,plasma_cells,TGOLN2
1.76E-30,-0.373070503,0.754,0.68,5.32E-26,plasma_cells,TXNIP
1.93E-30,-0.387564304,0.39,0.349,5.83E-26,plasma_cells,TPI1
1.98E-30,-0.575749844,0.223,0.28,5.98E-26,plasma_cells,MEDAG
2.00E-30,-0.276072705,0.19,0.131,6.05E-26,plasma_cells,TMC6
2.04E-30,-0.502505976,0.337,0.345,6.17E-26,plasma_cells,ITGB1
2.17E-30,-0.410699187,0.276,0.236,6.55E-26,plasma_cells,PEA15
2.18E-30,-0.395156408,0.367,0.319,6.60E-26,plasma_cells,BAZ1B
2.34E-30,-0.678526173,0.159,0.24,7.06E-26,plasma_cells,IFITM1
2.60E-30,-0.482202594,0.258,0.285,7.87E-26,plasma_cells,ITGAV
3.05E-30,-0.476632199,0.289,0.311,9.21E-26,plasma_cells,PAM
4.15E-30,-0.384105983,0.324,0.284,1.25E-25,plasma_cells,UBXN1
5.01E-30,-0.601228689,0.235,0.293,1.51E-25,plasma_cells,PSIP1
5.27E-30,0.260335061,0.205,0.051,1.59E-25,plasma_cells,HIST1H2BK
5.41E-30,-0.268316728,0.382,0.289,1.63E-25,plasma_cells,PSMB9
5.50E-30,-0.396484768,0.362,0.337,1.66E-25,plasma_cells,C11ORF58
6.03E-30,-0.28421685,0.403,0.326,1.82E-25,plasma_cells,SRSF3
6.32E-30,-0.600085361,0.256,0.265,1.91E-25,plasma_cells,FKBP5
8.07E-30,-0.555529568,0.233,0.3,2.44E-25,plasma_cells,LY6E
8.38E-30,-0.315936257,0.382,0.313,2.53E-25,plasma_cells,HNRNPC
1.02E-29,-0.482576182,0.225,0.217,3.08E-25,plasma_cells,PPAP2A
1.07E-29,-0.341134776,0.304,0.246,3.25E-25,plasma_cells,TMEM123
1.08E-29,-0.26695641,0.775,0.66,3.27E-25,plasma_cells,JUND
1.09E-29,0.257730175,0.304,0.109,3.30E-25,plasma_cells,CHPF
1.16E-29,-0.337671119,0.306,0.25,3.51E-25,plasma_cells,MEF2A
1.33E-29,-0.272974786,0.403,0.317,4.01E-25,plasma_cells,RSRC2
1.36E-29,-0.348597673,0.306,0.26,4.10E-25,plasma_cells,KHDRBS1
1.40E-29,0.371768546,0.172,0.03,4.24E-25,plasma_cells,TBCEL
1.62E-29,-0.272485341,0.311,0.229,4.90E-25,plasma_cells,RAD21
1.65E-29,-0.306876902,0.185,0.136,4.99E-25,plasma_cells,CTSC
1.66E-29,-0.390496977,0.42,0.378,5.01E-25,plasma_cells,SREK1
1.76E-29,-0.304649744,0.241,0.183,5.31E-25,plasma_cells,TGFB1
1.88E-29,-0.561052143,0.266,0.269,5.68E-25,plasma_cells,KCTD12
2.13E-29,-0.342311473,0.377,0.308,6.45E-25,plasma_cells,SRSF7
2.15E-29,-0.436585696,0.271,0.273,6.50E-25,plasma_cells,NFE2L1
2.21E-29,-0.371517571,0.38,0.323,6.67E-25,plasma_cells,MYADM
2.30E-29,-0.378126706,0.266,0.227,6.94E-25,plasma_cells,PICALM
2.41E-29,-0.279885831,0.165,0.133,7.29E-25,plasma_cells,SFXN3
2.67E-29,-0.428138781,0.246,0.222,8.08E-25,plasma_cells,IVNS1ABP
2.78E-29,-0.400765115,0.266,0.231,8.41E-25,plasma_cells,LITAF
2.88E-29,-0.644157657,0.182,0.27,8.70E-25,plasma_cells,PLXDC2
2.99E-29,-0.367141339,0.382,0.337,9.03E-25,plasma_cells,C6ORF62
2.99E-29,-0.756354705,0.22,0.197,9.05E-25,plasma_cells,CXCL2
3.54E-29,-0.355964736,0.939,0.9,1.07E-24,plasma_cells,RPLP2
3.65E-29,-0.449299921,0.134,0.09,1.10E-24,plasma_cells,GZMB
3.87E-29,-0.413699533,0.286,0.267,1.17E-24,plasma_cells,GALNT1
4.06E-29,-0.351661221,0.301,0.253,1.23E-24,plasma_cells,AC013394.2
4.32E-29,-0.711154234,0.154,0.267,1.31E-24,plasma_cells,PLEKHA4
5.11E-29,-0.307975003,0.365,0.296,1.54E-24,plasma_cells,CHD9
5.35E-29,-0.420260593,0.246,0.215,1.61E-24,plasma_cells,MFSD1
5.46E-29,-0.55822005,0.266,0.272,1.65E-24,plasma_cells,CELF2
5.72E-29,-0.474910697,0.208,0.182,1.73E-24,plasma_cells,LFNG
5.94E-29,-0.273292027,0.499,0.405,1.79E-24,plasma_cells,MPHOSPH8
6.10E-29,-0.419550261,0.268,0.238,1.84E-24,plasma_cells,ARID4A
6.76E-29,-0.344551705,0.337,0.273,2.04E-24,plasma_cells,DDX21
7.65E-29,-0.528899906,0.225,0.261,2.31E-24,plasma_cells,PRRX1
8.16E-29,-0.67804112,0.215,0.27,2.47E-24,plasma_cells,PIK3R1
8.40E-29,-0.453482708,0.195,0.184,2.54E-24,plasma_cells,ZC3HAV1
8.55E-29,-0.403458423,0.139,0.12,2.58E-24,plasma_cells,ZAP70
9.28E-29,-0.383106022,0.253,0.223,2.80E-24,plasma_cells,H2AFY
9.65E-29,-0.250397179,0.304,0.23,2.92E-24,plasma_cells,HDGF
1.06E-28,-0.35000513,0.319,0.265,3.19E-24,plasma_cells,HEXB
1.12E-28,-0.498190319,0.299,0.288,3.40E-24,plasma_cells,BDP1
1.31E-28,-0.285592668,0.251,0.189,3.97E-24,plasma_cells,MYO9B
1.32E-28,-0.444798034,0.241,0.245,3.97E-24,plasma_cells,ATP1A1
1.48E-28,-0.509854225,0.213,0.198,4.48E-24,plasma_cells,RNF19A
1.53E-28,-0.630949206,0.127,0.128,4.63E-24,plasma_cells,CTLA4
1.62E-28,-0.333290768,0.322,0.274,4.89E-24,plasma_cells,ADIRF
1.68E-28,-0.459290735,0.286,0.299,5.07E-24,plasma_cells,CD47
1.73E-28,-0.703195375,0.246,0.261,5.22E-24,plasma_cells,IGFBP7
1.89E-28,-0.2784031,0.367,0.322,5.71E-24,plasma_cells,LDHA
2.00E-28,-0.298138266,0.332,0.255,6.05E-24,plasma_cells,VPS13C
2.19E-28,-0.31176694,0.273,0.221,6.61E-24,plasma_cells,DRAP1
2.36E-28,-0.347343076,0.258,0.222,7.14E-24,plasma_cells,PAFAH1B1
2.39E-28,-0.597398494,0.218,0.278,7.21E-24,plasma_cells,PRMT2
2.48E-28,-0.261836486,0.349,0.277,7.50E-24,plasma_cells,DYNC1LI2
2.92E-28,-0.751846918,0.278,0.357,8.82E-24,plasma_cells,CD68
3.07E-28,-0.464688226,0.304,0.3,9.27E-24,plasma_cells,SMARCA2
3.58E-28,-0.551621459,0.248,0.285,1.08E-23,plasma_cells,RNF145
3.61E-28,-0.271607927,0.268,0.206,1.09E-23,plasma_cells,RBM8A
3.61E-28,-0.271263094,0.185,0.12,1.09E-23,plasma_cells,PLEK
3.80E-28,-0.412150851,0.139,0.119,1.15E-23,plasma_cells,SIGLEC1
3.81E-28,-0.328936639,0.365,0.3,1.15E-23,plasma_cells,PRPF4B
4.25E-28,-0.311897286,0.167,0.124,1.29E-23,plasma_cells,RNF166
4.45E-28,-0.35302847,0.263,0.228,1.34E-23,plasma_cells,SMARCE1
4.63E-28,-0.270940846,0.215,0.16,1.40E-23,plasma_cells,BRD9
5.12E-28,-0.537604215,0.167,0.157,1.55E-23,plasma_cells,PLAUR
5.25E-28,-0.686940026,0.167,0.186,1.58E-23,plasma_cells,FCGR3A
5.25E-28,-0.574942365,0.256,0.299,1.59E-23,plasma_cells,TGFBR2
5.31E-28,-0.714580657,0.149,0.269,1.60E-23,plasma_cells,NFIB
5.38E-28,-0.505523223,0.324,0.359,1.62E-23,plasma_cells,STAT3
5.82E-28,-0.427698683,0.324,0.316,1.76E-23,plasma_cells,ATP6AP2
6.45E-28,-0.367482204,0.185,0.159,1.95E-23,plasma_cells,UPP1
7.13E-28,-0.287020455,0.258,0.198,2.15E-23,plasma_cells,PAK2
7.37E-28,-0.377699912,0.944,0.86,2.23E-23,plasma_cells,CD74
7.50E-28,-0.255894169,0.304,0.241,2.27E-23,plasma_cells,MINOS1
7.57E-28,-0.263784589,0.187,0.132,2.29E-23,plasma_cells,FERMT3
8.35E-28,-0.678040293,0.157,0.28,2.52E-23,plasma_cells,NFIX
8.51E-28,-0.288049237,0.157,0.115,2.57E-23,plasma_cells,PARVG
9.01E-28,-0.617716427,0.754,0.667,2.72E-23,plasma_cells,AC104820.2
9.11E-28,-0.490385261,0.23,0.232,2.75E-23,plasma_cells,TPPP3
9.58E-28,-0.297648386,0.127,0.096,2.89E-23,plasma_cells,DOCK10
9.97E-28,-0.746843415,0.276,0.326,3.01E-23,plasma_cells,MT1X
1.02E-27,-0.465312811,0.273,0.263,3.09E-23,plasma_cells,RP11-349A22.5
1.15E-27,-0.494731797,0.218,0.21,3.48E-23,plasma_cells,EML4
1.29E-27,-0.470937655,0.238,0.222,3.90E-23,plasma_cells,BAZ1A
1.33E-27,-0.281814325,0.106,0.083,4.03E-23,plasma_cells,GPSM3
1.41E-27,-0.343865392,0.306,0.251,4.25E-23,plasma_cells,IL6ST
1.41E-27,-0.439339934,0.197,0.163,4.27E-23,plasma_cells,RASSF4
1.49E-27,-0.562370239,0.185,0.257,4.49E-23,plasma_cells,PDLIM5
1.61E-27,-0.463559175,0.142,0.138,4.85E-23,plasma_cells,CORO1A
1.72E-27,-0.433423715,0.322,0.323,5.20E-23,plasma_cells,PRKAR1A
2.16E-27,-0.526799905,0.289,0.307,6.54E-23,plasma_cells,PARP14
2.56E-27,-0.964650897,0.17,0.31,7.74E-23,plasma_cells,MAF
2.61E-27,-0.416172627,0.324,0.281,7.90E-23,plasma_cells,ATF3
2.89E-27,-0.346703053,0.332,0.306,8.72E-23,plasma_cells,LINC00657
3.12E-27,-0.331735621,0.251,0.217,9.42E-23,plasma_cells,SUMO3
3.68E-27,-0.427824288,0.22,0.216,1.11E-22,plasma_cells,EIF4A1
4.76E-27,-0.291398581,0.266,0.208,1.44E-22,plasma_cells,TBCB
5.16E-27,-0.374154146,0.139,0.123,1.56E-22,plasma_cells,PLCB2
5.28E-27,-0.512273899,0.195,0.198,1.59E-22,plasma_cells,CAPG
5.60E-27,-0.337794322,0.228,0.156,1.69E-22,plasma_cells,RGS16
5.66E-27,-0.30744983,0.304,0.25,1.71E-22,plasma_cells,CSTB
5.86E-27,-0.274251906,0.319,0.257,1.77E-22,plasma_cells,SEC11A
5.93E-27,-0.397531648,0.18,0.155,1.79E-22,plasma_cells,CNTRL
5.95E-27,-0.444943877,0.271,0.258,1.80E-22,plasma_cells,TPP1
5.95E-27,-0.358210613,0.268,0.227,1.80E-22,plasma_cells,SETX
5.96E-27,-0.474593797,0.342,0.34,1.80E-22,plasma_cells,RSF1
6.44E-27,-0.299897275,0.359,0.296,1.95E-22,plasma_cells,HNRNPH3
6.84E-27,-0.253966068,0.241,0.177,2.07E-22,plasma_cells,CREBBP
6.97E-27,-0.383239761,0.949,0.873,2.11E-22,plasma_cells,TIMP1
7.15E-27,-0.268658539,0.314,0.236,2.16E-22,plasma_cells,SMARCA5
7.60E-27,-0.366150762,0.354,0.315,2.30E-22,plasma_cells,ACIN1
8.35E-27,-0.47287941,0.21,0.215,2.52E-22,plasma_cells,MLLT6
8.66E-27,-0.270155432,0.147,0.103,2.62E-22,plasma_cells,KCNAB2
8.92E-27,-0.517082956,0.203,0.187,2.70E-22,plasma_cells,MS4A6A
9.03E-27,-0.412592356,0.319,0.304,2.73E-22,plasma_cells,KPNB1
9.20E-27,-0.278888717,0.144,0.105,2.78E-22,plasma_cells,INPP5D
1.04E-26,-0.315800819,0.327,0.27,3.14E-22,plasma_cells,UBTF
1.07E-26,-0.414569248,0.268,0.263,3.22E-22,plasma_cells,SPAG9
1.11E-26,-0.396162222,0.291,0.283,3.36E-22,plasma_cells,RCN3
1.13E-26,-0.537890354,0.195,0.248,3.40E-22,plasma_cells,TMEM196
1.30E-26,-0.366415821,0.914,0.862,3.93E-22,plasma_cells,RPS6
1.55E-26,-0.649682153,0.225,0.339,4.67E-22,plasma_cells,PTMS
1.94E-26,-0.605996319,0.294,0.325,5.85E-22,plasma_cells,HLA-DRB5
2.34E-26,-0.355047324,0.175,0.145,7.08E-22,plasma_cells,LEPROTL1
2.43E-26,-0.325159368,0.284,0.235,7.34E-22,plasma_cells,U2AF1
2.44E-26,-0.397054968,0.311,0.29,7.38E-22,plasma_cells,RSL1D1
2.46E-26,-0.322313372,0.314,0.257,7.43E-22,plasma_cells,TAOK3
2.46E-26,-0.433146807,0.289,0.298,7.44E-22,plasma_cells,GOLIM4
2.51E-26,-0.32097454,0.177,0.137,7.59E-22,plasma_cells,STK10
2.62E-26,-0.391686636,0.359,0.345,7.92E-22,plasma_cells,MAP4
2.62E-26,-0.425339865,0.235,0.222,7.92E-22,plasma_cells,SUN2
2.69E-26,-0.294935097,0.23,0.183,8.13E-22,plasma_cells,SPG7
3.14E-26,-0.727203019,0.205,0.273,9.48E-22,plasma_cells,ID2
3.21E-26,-0.722656942,0.114,0.207,9.69E-22,plasma_cells,PTGER4
3.33E-26,-0.403153191,0.253,0.214,1.01E-21,plasma_cells,TSPYL2
3.61E-26,-0.737061339,0.154,0.217,1.09E-21,plasma_cells,MAFB
3.79E-26,-0.260692923,0.284,0.214,1.14E-21,plasma_cells,ELK3
3.93E-26,-0.273322503,0.17,0.118,1.19E-21,plasma_cells,CASP8
4.14E-26,-0.345932767,0.2,0.194,1.25E-21,plasma_cells,COX7A1
5.43E-26,-0.424182265,0.251,0.228,1.64E-21,plasma_cells,RNASET2
5.51E-26,-0.279488747,0.316,0.266,1.66E-21,plasma_cells,PLD3
5.82E-26,-0.445663707,0.299,0.277,1.76E-21,plasma_cells,HSPG2
6.31E-26,-0.479021531,0.175,0.22,1.91E-21,plasma_cells,ITGB5
7.09E-26,-0.779829771,0.122,0.154,2.14E-21,plasma_cells,GZMA
7.37E-26,-0.496476128,0.175,0.162,2.23E-21,plasma_cells,ITM2A
7.87E-26,-0.307598379,0.225,0.194,2.38E-21,plasma_cells,SRI
8.30E-26,-0.598016275,0.165,0.244,2.51E-21,plasma_cells,RP11-572C15.6
9.32E-26,-0.265531065,0.311,0.255,2.82E-21,plasma_cells,GABARAPL2
1.37E-25,-0.484156665,0.241,0.264,4.13E-21,plasma_cells,ATP2B4
1.42E-25,-0.405716902,0.139,0.122,4.28E-21,plasma_cells,LST1
